transaction_id,store_id,store_location,register_id,cashier_id,customer_id,transaction_time,payment_method,product_sku,quantity,unit_price,total_amount,status
TXN-7127589,STR-042,Chicago,5,1351,628290,2026-04-25T14:50:43,debit_card,SKU-10006,2,2.5,5,completed
TXN-7419577,STR-042,Chicago,4,1084,433615,2026-04-13T04:37:37,cash,SKU-10036,5,6.99,34.95,completed
TXN-4342402,STR-043,Buffalo,2,1603,202388,2026-04-15T06:19:25,debit_card,SKU-10029,5,69,345,completed
TXN-4164485,STR-046,Birmingham,3,1695,443837,2026-04-30T18:49:40,debit_card,SKU-10041,1,24,24,completed
TXN-6077629,STR-045,Denver,6,1307,674010,2026-05-01T20:06:01,debit_card,SKU-10014,3,5.5,16.5,completed
TXN-6737309,STR-046,Birmingham,5,1407,263201,2026-05-01T20:02:44,credit_card,SKU-10041,2,24,48,completed
TXN-2974936,STR-045,Denver,1,1342,783369,2026-05-11T02:49:16,credit_card,SKU-10015,1,3.75,3.75,completed
TXN-3712800,STR-046,Birmingham,5,1859,247221,2026-05-11T04:40:32,credit_card,SKU-10040,1,599,599,completed
TXN-6573171,STR-045,Denver,3,1355,875708,2026-05-04T02:32:44,mobile_wallet,SKU-10022,3,2.5,7.5,completed
TXN-8364215,STR-044,Los Angeles,6,1503,347307,2026-04-26T04:30:51,credit_card,SKU-10034,2,599,1198,completed
TXN-7762167,STR-045,Denver,2,1343,599711,2026-04-21T14:09:52,debit_card,SKU-10019,2,8.5,17,completed
TXN-9425159,STR-046,Birmingham,1,1592,308746,2026-04-27T20:56:00,credit_card,SKU-10004,5,99,495,completed
TXN-3706259,STR-045,Denver,1,1473,891562,2026-04-29T10:20:27,credit_card,SKU-10002,2,949,1898,completed
TXN-2353440,STR-045,Denver,2,1672,891562,2026-05-09T13:59:34,debit_card,SKU-10010,2,7.5,15,completed
TXN-9014163,STR-044,Los Angeles,5,1391,834922,2026-04-23T15:04:20,credit_card,SKU-10030,3,149,447,completed
TXN-3894036,STR-044,Los Angeles,1,1827,640178,2026-04-23T10:44:06,cash,SKU-10033,5,699,3495,completed
TXN-3079754,STR-044,Los Angeles,6,1402,489821,2026-04-23T19:10:02,credit_card,SKU-10033,2,699,1398,completed
TXN-6579396,STR-045,Denver,1,1268,984211,2026-04-21T15:50:50,debit_card,SKU-10038,3,74,222,completed
TXN-1081362,STR-045,Denver,2,1296,613964,2026-05-04T06:55:09,credit_card,SKU-10039,3,299,897,completed
TXN-5710878,STR-045,Denver,5,1064,347652,2026-05-11T15:08:50,cash,SKU-10039,1,299,299,refunded
TXN-4760305,STR-045,Denver,1,1262,384762,2026-05-04T23:16:31,cash,SKU-10043,5,16,80,completed
TXN-7756239,STR-044,Los Angeles,3,1667,804777,2026-04-14T15:49:36,debit_card,SKU-10023,4,4,16,completed
TXN-8353541,STR-043,Buffalo,4,1338,114969,2026-04-27T19:08:12,debit_card,SKU-10014,3,5.5,16.5,completed
TXN-3665583,STR-046,Birmingham,4,1256,804777,2026-04-17T07:36:33,credit_card,SKU-10013,2,4.25,8.5,completed
TXN-4779839,STR-043,Buffalo,5,1028,489821,2026-04-14T15:57:23,credit_card,SKU-10041,2,24,48,completed
TXN-4285627,STR-045,Denver,5,1917,808455,2026-04-21T11:21:38,credit_card,SKU-10005,4,35,140,completed
TXN-2500428,STR-046,Birmingham,6,1137,174540,2026-05-07T10:22:08,credit_card,SKU-10015,4,3.75,15,completed
TXN-5983852,STR-043,Buffalo,6,1659,342622,2026-04-27T13:32:33,credit_card,SKU-10034,5,599,2995,completed
TXN-8980733,STR-045,Denver,5,1364,998667,2026-04-25T16:51:36,cash,SKU-10040,3,599,1797,completed
TXN-8550937,STR-044,Los Angeles,5,1032,407747,2026-05-09T07:51:37,debit_card,SKU-10023,1,4,4,completed
TXN-8356835,STR-042,Chicago,4,1052,846189,2026-04-16T21:02:52,debit_card,SKU-10017,5,4.49,22.45,completed
TXN-9415942,STR-045,Denver,4,1015,236711,2026-04-15T11:57:56,debit_card,SKU-10008,2,4.25,8.5,completed
TXN-7286854,STR-044,Los Angeles,5,1225,455039,2026-04-14T01:46:56,debit_card,SKU-10028,1,55,55,completed
TXN-3599331,STR-044,Los Angeles,2,1848,667892,2026-05-10T23:20:41,debit_card,SKU-10038,5,74,370,completed
TXN-9948065,STR-044,Los Angeles,6,1480,247221,2026-05-07T06:00:44,cash,SKU-10031,2,349,698,completed
TXN-5064955,STR-043,Buffalo,4,1534,661548,2026-05-08T14:27:32,debit_card,SKU-10001,4,999,3996,completed
TXN-3562862,STR-042,Chicago,4,1493,430581,2026-05-01T01:01:23,credit_card,SKU-10025,3,5.5,16.5,refunded
TXN-9240119,STR-042,Chicago,6,1999,430581,2026-04-21T12:15:51,credit_card,SKU-10033,2,699,1398,completed
TXN-4262852,STR-044,Los Angeles,1,1721,323740,2026-05-08T22:50:06,debit_card,SKU-10037,5,89,445,completed
TXN-3458851,STR-045,Denver,3,1327,263201,2026-04-15T03:11:23,credit_card,SKU-10031,1,349,349,completed
TXN-9983652,STR-045,Denver,1,1327,875113,2026-05-09T08:46:26,credit_card,SKU-10050,3,34,102,completed
TXN-2722977,STR-045,Denver,2,1769,459097,2026-04-20T01:29:32,debit_card,SKU-10001,3,999,2997,completed
TXN-9912201,STR-044,Los Angeles,2,1247,157109,2026-05-05T02:20:33,credit_card,SKU-10049,4,129,516,refunded
TXN-6144505,STR-044,Los Angeles,1,1769,401017,2026-04-23T07:13:51,credit_card,SKU-10027,1,29,29,completed
TXN-2919198,STR-043,Buffalo,3,1404,115568,2026-04-27T14:29:33,cash,SKU-10041,2,24,48,completed
TXN-9370671,STR-046,Birmingham,2,1381,990347,2026-05-05T22:42:56,credit_card,SKU-10034,5,599,2995,completed
TXN-8877171,STR-046,Birmingham,2,1181,759836,2026-04-13T16:12:15,cash,SKU-10011,4,2.99,11.96,completed
TXN-2137859,STR-043,Buffalo,5,1139,752639,2026-04-23T04:29:53,credit_card,SKU-10050,3,34,102,completed
TXN-9195653,STR-042,Chicago,6,1342,626131,2026-04-25T09:20:20,debit_card,SKU-10030,3,149,447,completed
TXN-7870681,STR-042,Chicago,4,1616,665117,2026-04-15T01:28:35,credit_card,SKU-10045,5,5.99,29.95,completed
TXN-3621984,STR-043,Buffalo,6,1974,600488,2026-05-08T13:48:27,credit_card,SKU-10034,4,599,2396,completed
TXN-7342386,STR-042,Chicago,4,1871,266929,2026-04-16T16:56:57,credit_card,SKU-10001,3,999,2997,completed
TXN-8140286,STR-044,Los Angeles,1,1027,226037,2026-05-07T13:40:55,credit_card,SKU-10046,4,49,196,completed
TXN-4514006,STR-044,Los Angeles,5,1381,420961,2026-04-30T13:20:04,credit_card,SKU-10048,5,15,75,completed
TXN-5364446,STR-043,Buffalo,2,1392,534096,2026-04-15T05:05:16,debit_card,SKU-10034,4,599,2396,completed
TXN-6976899,STR-046,Birmingham,6,1079,671604,2026-05-10T20:43:03,credit_card,SKU-10021,5,3.25,16.25,completed
TXN-9577973,STR-046,Birmingham,4,1748,502170,2026-04-24T13:15:48,credit_card,SKU-10048,3,15,45,completed
TXN-9239647,STR-044,Los Angeles,2,1748,567601,2026-04-24T20:33:56,cash,SKU-10045,3,5.99,17.97,completed
TXN-9522501,STR-042,Chicago,6,1775,875708,2026-05-07T23:55:53,debit_card,SKU-10024,1,2.2,2.2,completed
TXN-5088640,STR-044,Los Angeles,3,1781,564215,2026-05-12T05:12:57,credit_card,SKU-10003,5,799,3995,completed
TXN-3432828,STR-046,Birmingham,1,1672,955068,2026-04-26T22:35:05,debit_card,SKU-10043,4,16,64,completed
TXN-4270234,STR-044,Los Angeles,5,1762,118962,2026-04-22T11:43:22,credit_card,SKU-10009,1,3.99,3.99,completed
TXN-5863913,STR-045,Denver,2,1083,115221,2026-05-04T15:20:21,debit_card,SKU-10046,1,49,49,completed
TXN-6551681,STR-046,Birmingham,5,1443,640178,2026-05-10T00:45:47,debit_card,SKU-10026,1,89,89,refunded
TXN-9171262,STR-045,Denver,3,1665,496531,2026-04-30T01:04:09,cash,SKU-10050,2,34,68,completed
TXN-1262076,STR-042,Chicago,4,1791,587005,2026-05-06T18:04:06,debit_card,SKU-10024,5,2.2,11,completed
TXN-6880040,STR-042,Chicago,5,1072,688444,2026-04-17T10:23:37,credit_card,SKU-10044,5,1.5,7.5,refunded
TXN-2719358,STR-045,Denver,3,1237,401017,2026-04-29T23:17:38,credit_card,SKU-10001,3,999,2997,completed
TXN-4074005,STR-043,Buffalo,6,1384,239353,2026-04-30T09:41:50,credit_card,SKU-10045,2,5.99,11.98,completed
TXN-1919692,STR-046,Birmingham,5,1626,665696,2026-05-01T08:02:11,cash,SKU-10045,5,5.99,29.95,completed
TXN-7311213,STR-046,Birmingham,2,1469,846189,2026-04-14T20:44:01,cash,SKU-10035,1,129,129,completed
TXN-6399783,STR-043,Buffalo,5,1483,386183,2026-05-02T16:57:34,mobile_wallet,SKU-10008,3,4.25,12.75,completed
TXN-8160816,STR-043,Buffalo,4,1600,566713,2026-04-29T00:40:07,cash,SKU-10006,5,2.5,12.5,completed
TXN-4580676,STR-042,Chicago,2,1323,167363,2026-04-25T10:16:01,credit_card,SKU-10021,5,3.25,16.25,completed
TXN-9908150,STR-043,Buffalo,5,1085,270520,2026-04-23T10:29:53,credit_card,SKU-10016,4,6.99,27.96,completed
TXN-7474397,STR-046,Birmingham,5,1160,236711,2026-05-07T10:08:24,credit_card,SKU-10005,3,35,105,completed
TXN-6874371,STR-044,Los Angeles,5,1882,746725,2026-05-03T08:56:11,cash,SKU-10026,5,89,445,completed
TXN-2713330,STR-044,Los Angeles,5,1122,303329,2026-05-03T02:22:19,credit_card,SKU-10041,5,24,120,completed
TXN-9238670,STR-044,Los Angeles,5,1849,153540,2026-04-19T03:59:07,credit_card,SKU-10034,2,599,1198,completed
TXN-4734955,STR-042,Chicago,4,1560,875113,2026-04-30T14:16:42,credit_card,SKU-10047,3,24,72,completed
TXN-1002710,STR-044,Los Angeles,3,1485,447081,2026-04-24T15:03:43,credit_card,SKU-10002,1,949,949,completed
TXN-6095663,STR-042,Chicago,2,1613,812937,2026-05-05T12:37:38,credit_card,SKU-10015,3,3.75,11.25,completed
TXN-4493861,STR-046,Birmingham,4,1433,141088,2026-05-02T09:02:43,credit_card,SKU-10039,3,299,897,completed
TXN-6024471,STR-045,Denver,5,1449,627513,2026-05-03T14:20:14,debit_card,SKU-10024,1,2.2,2.2,completed
TXN-3014247,STR-042,Chicago,4,1385,955654,2026-05-08T19:56:44,credit_card,SKU-10003,3,799,2397,completed
TXN-1657458,STR-044,Los Angeles,1,1153,593863,2026-05-10T18:36:02,credit_card,SKU-10032,2,159,318,completed
TXN-1913515,STR-042,Chicago,6,1254,683996,2026-04-21T09:01:26,debit_card,SKU-10047,3,24,72,completed
TXN-4381963,STR-044,Los Angeles,4,1095,240045,2026-05-11T02:46:35,debit_card,SKU-10037,1,89,89,completed
TXN-8750789,STR-043,Buffalo,5,1546,947925,2026-04-19T14:49:09,credit_card,SKU-10037,1,89,89,completed
TXN-3047774,STR-043,Buffalo,1,1209,415466,2026-04-18T21:25:30,credit_card,SKU-10020,2,9.99,19.98,completed
TXN-5188481,STR-043,Buffalo,5,1400,516829,2026-05-10T20:16:21,debit_card,SKU-10041,3,24,72,completed
TXN-2107620,STR-043,Buffalo,2,1832,637916,2026-04-28T00:05:55,credit_card,SKU-10014,2,5.5,11,completed
TXN-8931203,STR-042,Chicago,2,1696,582517,2026-05-06T09:37:40,debit_card,SKU-10024,1,2.2,2.2,completed
TXN-9851413,STR-042,Chicago,6,1441,215107,2026-05-10T04:15:37,credit_card,SKU-10017,4,4.49,17.96,completed
TXN-9366776,STR-045,Denver,3,1596,494478,2026-05-07T20:35:27,debit_card,SKU-10028,2,55,110,completed
TXN-9491360,STR-045,Denver,3,1429,761952,2026-04-21T20:19:48,debit_card,SKU-10044,2,1.5,3,completed
TXN-8122111,STR-045,Denver,5,1276,189165,2026-04-30T21:49:28,credit_card,SKU-10023,2,4,8,completed
TXN-4312233,STR-044,Los Angeles,5,1247,507654,2026-04-14T16:10:58,cash,SKU-10035,3,129,387,completed
TXN-4605866,STR-044,Los Angeles,6,1867,193186,2026-05-12T11:58:45,debit_card,SKU-10007,5,1.75,8.75,completed
TXN-7837465,STR-043,Buffalo,4,1286,331498,2026-05-04T18:01:57,credit_card,SKU-10043,4,16,64,completed
TXN-8807712,STR-046,Birmingham,3,1343,998470,2026-04-25T08:11:23,credit_card,SKU-10034,5,599,2995,completed
TXN-8890030,STR-042,Chicago,4,1429,833263,2026-04-25T02:38:13,credit_card,SKU-10031,3,349,1047,completed
TXN-2118735,STR-043,Buffalo,6,1752,440652,2026-04-30T00:39:28,debit_card,SKU-10030,5,149,745,completed
TXN-4662679,STR-042,Chicago,4,1883,546515,2026-04-22T04:39:10,credit_card,SKU-10043,4,16,64,completed
TXN-2733112,STR-043,Buffalo,4,1441,322418,2026-04-26T19:59:05,credit_card,SKU-10050,2,34,68,completed
TXN-3434995,STR-043,Buffalo,4,1548,674010,2026-05-10T18:27:54,debit_card,SKU-10035,3,129,387,completed
TXN-2728130,STR-045,Denver,6,1850,934381,2026-04-19T19:40:56,debit_card,SKU-10037,4,89,356,completed
TXN-1739371,STR-044,Los Angeles,4,1120,812074,2026-05-09T07:34:10,credit_card,SKU-10031,1,349,349,completed
TXN-4843525,STR-043,Buffalo,5,1135,326438,2026-04-15T17:24:38,cash,SKU-10010,4,7.5,30,completed
TXN-2217452,STR-043,Buffalo,4,1118,892222,2026-04-18T11:04:17,credit_card,SKU-10005,4,35,140,completed
TXN-3736829,STR-045,Denver,6,1860,381417,2026-05-08T23:54:33,debit_card,SKU-10038,5,74,370,completed
TXN-3111519,STR-044,Los Angeles,4,1718,626111,2026-04-26T13:47:49,credit_card,SKU-10028,1,55,55,completed
TXN-6541366,STR-045,Denver,3,1307,467914,2026-05-08T19:05:19,credit_card,SKU-10017,2,4.49,8.98,completed
TXN-7959994,STR-042,Chicago,1,1702,296379,2026-04-27T23:31:35,debit_card,SKU-10037,2,89,178,completed
TXN-5964747,STR-046,Birmingham,6,1839,171940,2026-04-14T02:07:01,credit_card,SKU-10022,4,2.5,10,completed
TXN-4570882,STR-043,Buffalo,3,1173,376295,2026-04-26T03:44:00,debit_card,SKU-10015,4,3.75,15,completed
TXN-2464516,STR-043,Buffalo,4,1995,779458,2026-04-15T23:33:12,credit_card,SKU-10017,4,4.49,17.96,completed
TXN-6242015,STR-042,Chicago,3,1063,790721,2026-04-27T03:52:59,credit_card,SKU-10013,1,4.25,4.25,completed
TXN-3808935,STR-042,Chicago,4,1096,401624,2026-04-20T04:04:39,cash,SKU-10048,1,15,15,completed
TXN-1080998,STR-044,Los Angeles,3,1674,202388,2026-05-05T05:21:25,credit_card,SKU-10020,2,9.99,19.98,completed
TXN-8378755,STR-045,Denver,3,1162,665117,2026-05-03T05:08:25,debit_card,SKU-10017,2,4.49,8.98,completed
TXN-9789629,STR-044,Los Angeles,6,1889,415466,2026-05-03T01:57:31,credit_card,SKU-10008,1,4.25,4.25,refunded
TXN-9700232,STR-042,Chicago,2,1246,560232,2026-04-21T23:15:43,debit_card,SKU-10028,2,55,110,completed
TXN-5796977,STR-044,Los Angeles,1,1527,302131,2026-05-10T04:48:17,credit_card,SKU-10012,3,3.49,10.47,completed
TXN-8023372,STR-044,Los Angeles,4,1684,401017,2026-04-15T02:02:06,debit_card,SKU-10030,3,149,447,completed
TXN-6062561,STR-045,Denver,6,1699,140547,2026-05-10T08:35:07,cash,SKU-10031,4,349,1396,completed
TXN-5948745,STR-046,Birmingham,2,1873,340476,2026-04-13T09:14:46,debit_card,SKU-10026,1,89,89,completed
TXN-3762792,STR-043,Buffalo,5,1559,893216,2026-04-26T06:38:30,credit_card,SKU-10014,2,5.5,11,completed
TXN-8714946,STR-045,Denver,3,1125,510124,2026-04-27T01:58:07,credit_card,SKU-10049,5,129,645,completed
TXN-7094582,STR-045,Denver,3,1188,875113,2026-05-10T14:25:36,credit_card,SKU-10021,4,3.25,13,completed
TXN-6924543,STR-046,Birmingham,1,1369,934381,2026-05-12T12:08:29,credit_card,SKU-10045,4,5.99,23.96,completed
TXN-8464123,STR-044,Los Angeles,1,1679,259358,2026-05-03T01:28:11,debit_card,SKU-10029,5,69,345,completed
TXN-8812732,STR-043,Buffalo,6,1146,432367,2026-04-14T01:01:45,credit_card,SKU-10013,2,4.25,8.5,completed
TXN-4472040,STR-045,Denver,6,1665,871455,2026-04-18T08:49:29,debit_card,SKU-10047,4,24,96,completed
TXN-1429589,STR-044,Los Angeles,4,1386,884020,2026-05-09T09:49:22,credit_card,SKU-10012,5,3.49,17.45,completed
TXN-3710483,STR-043,Buffalo,5,1462,580057,2026-04-26T08:30:00,credit_card,SKU-10018,4,2.25,9,completed
TXN-2538274,STR-045,Denver,5,1330,144858,2026-05-09T13:10:13,credit_card,SKU-10044,1,1.5,1.5,completed
TXN-9594525,STR-043,Buffalo,6,1049,412473,2026-05-09T10:01:07,credit_card,SKU-10046,1,49,49,completed
TXN-7559438,STR-042,Chicago,6,1709,167363,2026-04-13T09:21:25,credit_card,SKU-10022,4,2.5,10,completed
TXN-7895911,STR-042,Chicago,2,1662,347652,2026-04-30T00:15:10,credit_card,SKU-10025,4,5.5,22,completed
TXN-8969067,STR-046,Birmingham,2,1503,584654,2026-04-19T08:05:15,credit_card,SKU-10012,3,3.49,10.47,completed
TXN-5348798,STR-046,Birmingham,1,1805,893386,2026-04-19T10:54:34,cash,SKU-10028,5,55,275,refunded
TXN-4353279,STR-045,Denver,2,1409,645878,2026-04-26T09:03:40,debit_card,SKU-10043,4,16,64,refunded
TXN-9415932,STR-044,Los Angeles,2,1537,436591,2026-05-12T11:36:04,credit_card,SKU-10003,2,799,1598,completed
TXN-2009849,STR-042,Chicago,1,1739,809088,2026-04-25T14:52:40,cash,SKU-10016,2,6.99,13.98,completed
TXN-6698750,STR-044,Los Angeles,1,1223,404502,2026-04-20T10:17:35,credit_card,SKU-10002,5,949,4745,completed
TXN-9314238,STR-046,Birmingham,4,1977,546515,2026-05-09T09:53:13,debit_card,SKU-10024,1,2.2,2.2,completed
TXN-7642822,STR-046,Birmingham,3,1605,995299,2026-04-19T04:50:32,credit_card,SKU-10046,2,49,98,completed
TXN-3535137,STR-042,Chicago,4,1220,605936,2026-04-20T02:42:29,credit_card,SKU-10004,5,99,495,completed
TXN-9351877,STR-045,Denver,1,1741,688789,2026-04-14T03:08:16,cash,SKU-10047,2,24,48,completed
TXN-7468953,STR-045,Denver,2,1379,806300,2026-04-29T08:27:23,credit_card,SKU-10019,1,8.5,8.5,completed
TXN-9649956,STR-043,Buffalo,6,1676,848383,2026-04-26T19:56:35,credit_card,SKU-10031,1,349,349,completed
TXN-5750915,STR-046,Birmingham,2,1221,449886,2026-04-30T00:18:09,debit_card,SKU-10011,4,2.99,11.96,completed
TXN-7752497,STR-045,Denver,3,1563,560232,2026-04-24T01:03:51,debit_card,SKU-10030,4,149,596,completed
TXN-9496744,STR-045,Denver,3,1483,158903,2026-05-03T05:33:36,credit_card,SKU-10030,1,149,149,completed
TXN-4104791,STR-046,Birmingham,5,1088,782441,2026-05-05T07:30:26,credit_card,SKU-10014,5,5.5,27.5,completed
TXN-2970430,STR-046,Birmingham,2,1846,263201,2026-04-19T08:15:14,credit_card,SKU-10034,1,599,599,refunded
TXN-9286662,STR-045,Denver,4,1090,600488,2026-04-21T21:31:12,credit_card,SKU-10007,5,1.75,8.75,completed
TXN-4775568,STR-046,Birmingham,1,1597,591461,2026-04-17T21:58:34,cash,SKU-10010,1,7.5,7.5,completed
TXN-5044628,STR-042,Chicago,5,1500,371291,2026-05-07T20:58:27,cash,SKU-10049,3,129,387,completed
TXN-4125892,STR-043,Buffalo,1,1240,791180,2026-04-26T08:49:48,credit_card,SKU-10013,3,4.25,12.75,completed
TXN-4045553,STR-046,Birmingham,5,1880,496531,2026-04-19T19:03:50,credit_card,SKU-10034,1,599,599,completed
TXN-6179614,STR-044,Los Angeles,5,1845,581930,2026-04-15T20:06:35,credit_card,SKU-10010,2,7.5,15,completed
TXN-5361793,STR-042,Chicago,5,1473,508183,2026-05-11T12:47:54,mobile_wallet,SKU-10019,3,8.5,25.5,completed
TXN-8318947,STR-042,Chicago,6,1792,189165,2026-04-24T03:21:22,credit_card,SKU-10012,5,3.49,17.45,completed
TXN-2359660,STR-042,Chicago,2,1632,467124,2026-04-15T03:07:42,debit_card,SKU-10032,4,159,636,completed
TXN-5326333,STR-046,Birmingham,6,1688,406643,2026-04-19T10:43:14,debit_card,SKU-10021,1,3.25,3.25,completed
TXN-7936581,STR-042,Chicago,4,1475,144858,2026-04-22T08:09:07,debit_card,SKU-10038,5,74,370,completed
TXN-1741168,STR-042,Chicago,4,1931,741795,2026-05-10T10:05:37,credit_card,SKU-10007,4,1.75,7,completed
TXN-4559221,STR-042,Chicago,5,1173,534304,2026-04-15T23:30:02,credit_card,SKU-10045,3,5.99,17.97,completed
TXN-3056162,STR-043,Buffalo,1,1240,326438,2026-04-24T20:37:17,credit_card,SKU-10010,1,7.5,7.5,completed
TXN-1828168,STR-045,Denver,4,1988,427781,2026-05-10T02:40:07,credit_card,SKU-10042,3,20,60,completed
TXN-6204611,STR-046,Birmingham,5,1331,638028,2026-05-01T23:54:02,credit_card,SKU-10032,1,159,159,completed
TXN-8329344,STR-046,Birmingham,1,1110,111234,2026-04-21T11:41:02,cash,SKU-10039,3,299,897,completed
TXN-1156752,STR-044,Los Angeles,2,1097,250951,2026-05-11T04:10:22,credit_card,SKU-10024,1,2.2,2.2,completed
TXN-7522769,STR-044,Los Angeles,2,1246,288844,2026-05-06T23:12:53,debit_card,SKU-10039,1,299,299,completed
TXN-8912884,STR-044,Los Angeles,2,1553,314680,2026-04-30T17:12:06,debit_card,SKU-10005,1,35,35,completed
TXN-8871783,STR-044,Los Angeles,1,1422,336116,2026-05-08T02:56:54,credit_card,SKU-10041,4,24,96,completed
TXN-6672371,STR-043,Buffalo,1,1682,686094,2026-04-18T12:37:35,debit_card,SKU-10015,1,3.75,3.75,completed
TXN-3299740,STR-042,Chicago,5,1923,727849,2026-05-09T08:36:00,debit_card,SKU-10050,2,34,68,completed
TXN-8246116,STR-042,Chicago,2,1405,791270,2026-05-09T18:14:55,debit_card,SKU-10026,3,89,267,completed
TXN-1105687,STR-045,Denver,1,1116,221186,2026-05-10T05:17:01,credit_card,SKU-10024,2,2.2,4.4,completed
TXN-9756961,STR-046,Birmingham,2,1396,510021,2026-04-15T13:30:18,debit_card,SKU-10018,1,2.25,2.25,completed
TXN-7068091,STR-044,Los Angeles,2,1729,207498,2026-04-29T15:19:37,cash,SKU-10039,4,299,1196,completed
TXN-8230191,STR-043,Buffalo,6,1080,899736,2026-04-13T21:17:07,debit_card,SKU-10037,5,89,445,completed
TXN-2231576,STR-043,Buffalo,5,1785,465119,2026-04-19T15:17:20,credit_card,SKU-10026,3,89,267,completed
TXN-5218711,STR-046,Birmingham,1,1921,955654,2026-04-27T02:10:31,cash,SKU-10014,3,5.5,16.5,completed
TXN-7234120,STR-042,Chicago,4,1188,995299,2026-04-23T20:14:06,debit_card,SKU-10045,1,5.99,5.99,completed
TXN-5482988,STR-043,Buffalo,4,1655,716048,2026-04-23T11:14:54,debit_card,SKU-10048,4,15,60,completed
TXN-8843723,STR-046,Birmingham,4,1441,367332,2026-04-27T15:58:39,debit_card,SKU-10011,1,2.99,2.99,completed
TXN-1779022,STR-045,Denver,6,1942,842507,2026-04-28T06:14:54,debit_card,SKU-10006,2,2.5,5,completed
TXN-1696890,STR-044,Los Angeles,6,1029,184245,2026-04-27T20:55:29,credit_card,SKU-10033,5,699,3495,completed
TXN-7028752,STR-043,Buffalo,4,1762,191124,2026-05-10T07:24:22,cash,SKU-10006,3,2.5,7.5,completed
TXN-2610139,STR-044,Los Angeles,6,1873,191124,2026-05-03T20:25:40,credit_card,SKU-10042,5,20,100,completed
TXN-6647464,STR-042,Chicago,5,1357,221186,2026-05-08T04:16:46,debit_card,SKU-10041,1,24,24,completed
TXN-9385512,STR-044,Los Angeles,3,1333,580057,2026-04-24T09:08:06,cash,SKU-10013,2,4.25,8.5,completed
TXN-7748133,STR-042,Chicago,3,1486,528979,2026-05-08T19:35:08,debit_card,SKU-10020,1,9.99,9.99,completed
TXN-6853947,STR-046,Birmingham,6,1917,890241,2026-04-24T07:57:47,credit_card,SKU-10001,1,999,999,completed
TXN-7501202,STR-045,Denver,4,1541,267861,2026-04-20T18:13:17,credit_card,SKU-10033,5,699,3495,completed
TXN-9802538,STR-042,Chicago,1,1463,870734,2026-04-15T02:29:52,debit_card,SKU-10011,4,2.99,11.96,completed
TXN-7157900,STR-042,Chicago,2,1790,984232,2026-04-24T16:39:01,credit_card,SKU-10023,1,4,4,completed
TXN-6212881,STR-044,Los Angeles,2,1035,436599,2026-04-27T12:06:48,cash,SKU-10041,1,24,24,completed
TXN-7178493,STR-043,Buffalo,3,1100,917057,2026-04-18T00:35:32,debit_card,SKU-10047,2,24,48,completed
TXN-5092308,STR-046,Birmingham,6,1835,583672,2026-05-11T14:50:06,cash,SKU-10021,1,3.25,3.25,completed
TXN-5680563,STR-045,Denver,5,1618,381417,2026-04-18T17:24:40,debit_card,SKU-10009,5,3.99,19.95,refunded
TXN-2278966,STR-045,Denver,5,1234,875708,2026-05-03T08:12:28,credit_card,SKU-10037,1,89,89,completed
TXN-1333688,STR-045,Denver,5,1514,534503,2026-05-11T05:53:18,credit_card,SKU-10008,3,4.25,12.75,completed
TXN-8499116,STR-042,Chicago,3,1995,120035,2026-04-19T12:54:20,credit_card,SKU-10045,5,5.99,29.95,completed
TXN-1017200,STR-046,Birmingham,4,1260,205314,2026-05-06T23:37:55,cash,SKU-10028,5,55,275,completed
TXN-4183163,STR-044,Los Angeles,6,1639,491866,2026-05-07T01:50:08,credit_card,SKU-10033,1,699,699,completed
TXN-5291822,STR-046,Birmingham,4,1978,431850,2026-04-15T15:23:42,cash,SKU-10003,5,799,3995,completed
TXN-4568510,STR-044,Los Angeles,4,1786,955068,2026-04-26T07:04:37,debit_card,SKU-10048,2,15,30,completed
TXN-1740166,STR-046,Birmingham,3,1718,580057,2026-04-20T20:01:29,credit_card,SKU-10017,2,4.49,8.98,completed
TXN-4223153,STR-042,Chicago,1,1602,671944,2026-04-19T16:24:50,debit_card,SKU-10042,2,20,40,completed
TXN-8891983,STR-042,Chicago,4,1992,798461,2026-05-10T11:24:16,credit_card,SKU-10015,4,3.75,15,completed
TXN-5669570,STR-046,Birmingham,1,1663,741795,2026-04-21T15:07:55,credit_card,SKU-10002,1,949,949,completed
TXN-8363740,STR-042,Chicago,1,1675,996740,2026-04-20T17:07:41,debit_card,SKU-10001,4,999,3996,completed
TXN-2950902,STR-042,Chicago,6,1883,537713,2026-05-06T21:35:36,credit_card,SKU-10034,3,599,1797,completed
TXN-7482858,STR-043,Buffalo,4,1351,160895,2026-05-06T18:58:01,cash,SKU-10049,3,129,387,completed
TXN-3245553,STR-043,Buffalo,3,1976,270520,2026-05-10T09:35:29,credit_card,SKU-10011,5,2.99,14.95,completed
TXN-4300079,STR-046,Birmingham,5,1862,833263,2026-05-11T22:03:23,credit_card,SKU-10039,5,299,1495,refunded
TXN-8431036,STR-046,Birmingham,6,1807,534096,2026-04-17T12:09:28,debit_card,SKU-10021,1,3.25,3.25,refunded
TXN-7036134,STR-042,Chicago,4,1938,322077,2026-04-22T05:35:42,credit_card,SKU-10018,5,2.25,11.25,completed
TXN-6357879,STR-045,Denver,1,1917,496531,2026-04-20T13:03:06,debit_card,SKU-10024,4,2.2,8.8,completed
